run_id	hilton_neuron_count	delta_neuron_count	hilton_multiplier	delta_multiplier	hit_delta	hit_hilton
1	100	100	2.50	2.50	5	4
2	100	150	2.50	2.50	2	2
3	100	200	2.50	2.50	8	0
4	100	250	2.50	2.50	9	2
5	100	300	2.50	2.50	12	2
6	100	350	2.50	2.50	8	7
7	100	400	2.50	2.50	23	1
8	100	450	2.50	2.50	17	1
9	100	500	2.50	2.50	16	1
10	100	550	2.50	2.50	12	1
11	100	600	2.50	2.50	13	3
12	100	650	2.50	2.50	12	0
13	100	700	2.50	2.50	40	2
14	100	750	2.50	2.50	17	3
15	100	800	2.50	2.50	13	3
16	100	850	2.50	2.50	18	3
17	100	900	2.50	2.50	17	2
18	100	950	2.50	2.50	28	3
19	100	1000	2.50	2.50	21	4
20	150	100	2.50	2.50	6	3
21	150	150	2.50	2.50	7	2
22	150	200	2.50	2.50	9	1
23	150	250	2.50	2.50	8	3
24	150	300	2.50	2.50	10	2
25	150	350	2.50	2.50	7	1
26	150	400	2.50	2.50	14	2
27	150	450	2.50	2.50	59	1
28	150	500	2.50	2.50	6	2
29	150	550	2.50	2.50	13	2
30	150	600	2.50	2.50	20	2
31	150	650	2.50	2.50	20	2
32	150	700	2.50	2.50	19	2
33	150	750	2.50	2.50	85	0
34	150	800	2.50	2.50	18	3
35	150	850	2.50	2.50	18	2
36	150	900	2.50	2.50	15	3
37	150	950	2.50	2.50	24	3
38	150	1000	2.50	2.50	15	2
39	200	100	2.50	2.50	5	4
40	200	150	2.50	2.50	6	4
41	200	200	2.50	2.50	4	2
42	200	250	2.50	2.50	17	6
43	200	300	2.50	2.50	17	3
44	200	350	2.50	2.50	17	1
45	200	400	2.50	2.50	10	4
46	200	450	2.50	2.50	15	2
47	200	500	2.50	2.50	11	1
48	200	550	2.50	2.50	17	4
49	200	600	2.50	2.50	17	5
50	200	650	2.50	2.50	17	5
51	200	700	2.50	2.50	10	6
52	200	750	2.50	2.50	17	5
53	200	800	2.50	2.50	10	3
54	200	850	2.50	2.50	19	2
55	200	900	2.50	2.50	25	4
56	200	950	2.50	2.50	17	6
57	200	1000	2.50	2.50	11	3
58	250	100	2.50	2.50	4	0
59	250	150	2.50	2.50	3	3
60	250	200	2.50	2.50	5	1
61	250	250	2.50	2.50	6	4
62	250	300	2.50	2.50	8	2
63	250	350	2.50	2.50	3	48
64	250	400	2.50	2.50	9	4
65	250	450	2.50	2.50	6	2
66	250	500	2.50	2.50	9	1
67	250	550	2.50	2.50	38	1
68	250	600	2.50	2.50	17	1
69	250	650	2.50	2.50	18	2
70	250	700	2.50	2.50	18	3
71	250	750	2.50	2.50	7	2
72	250	800	2.50	2.50	9	3
73	250	850	2.50	2.50	20	6
74	250	900	2.50	2.50	16	2
75	250	950	2.50	2.50	26	4
76	250	1000	2.50	2.50	13	4
77	300	100	2.50	2.50	2	1
78	300	150	2.50	2.50	7	1
79	300	200	2.50	2.50	7	5
80	300	250	2.50	2.50	3	2
81	300	300	2.50	2.50	15	3
82	300	350	2.50	2.50	9	1
83	300	400	2.50	2.50	7	2
84	300	450	2.50	2.50	10	2
85	300	500	2.50	2.50	7	3
86	300	550	2.50	2.50	18	4
87	300	600	2.50	2.50	18	0
88	300	650	2.50	2.50	41	3
89	300	700	2.50	2.50	17	4
90	300	750	2.50	2.50	14	3
91	300	800	2.50	2.50	12	6
92	300	850	2.50	2.50	14	4
93	300	900	2.50	2.50	34	11
94	300	950	2.50	2.50	8	3
95	300	1000	2.50	2.50	10	4
96	350	100	2.50	2.50	4	1
97	350	150	2.50	2.50	4	2
98	350	200	2.50	2.50	4	2
99	350	250	2.50	2.50	5	8
100	350	300	2.50	2.50	12	3
101	350	350	2.50	2.50	13	4
102	350	400	2.50	2.50	5	3
103	350	450	2.50	2.50	5	2
104	350	500	2.50	2.50	15	5
105	350	550	2.50	2.50	11	1
106	350	600	2.50	2.50	7	1
107	350	650	2.50	2.50	21	3
108	350	700	2.50	2.50	16	2
109	350	750	2.50	2.50	13	5
110	350	800	2.50	2.50	36	2
111	350	850	2.50	2.50	11	3
112	350	900	2.50	2.50	22	3
113	350	950	2.50	2.50	18	5
114	350	1000	2.50	2.50	7	3
115	400	100	2.50	2.50	4	2
116	400	150	2.50	2.50	3	1
117	400	200	2.50	2.50	11	1
118	400	250	2.50	2.50	4	1
119	400	300	2.50	2.50	15	2
120	400	350	2.50	2.50	14	4
121	400	400	2.50	2.50	8	2
122	400	450	2.50	2.50	9	1
123	400	500	2.50	2.50	16	8
124	400	550	2.50	2.50	12	1
125	400	600	2.50	2.50	11	2
126	400	650	2.50	2.50	9	0
127	400	700	2.50	2.50	23	2
128	400	750	2.50	2.50	27	3
129	400	800	2.50	2.50	10	5
130	400	850	2.50	2.50	13	3
131	400	900	2.50	2.50	24	2
132	400	950	2.50	2.50	29	1
133	400	1000	2.50	2.50	76	0
134	450	100	2.50	2.50	3	5
135	450	150	2.50	2.50	2	2
136	450	200	2.50	2.50	1	1
137	450	250	2.50	2.50	14	1
138	450	300	2.50	2.50	10	2
139	450	350	2.50	2.50	16	12
140	450	400	2.50	2.50	8	4
141	450	450	2.50	2.50	5	3
142	450	500	2.50	2.50	15	4
143	450	550	2.50	2.50	16	0
144	450	600	2.50	2.50	17	8
145	450	650	2.50	2.50	10	2
146	450	700	2.50	2.50	10	5
147	450	750	2.50	2.50	13	4
148	450	800	2.50	2.50	21	2
149	450	850	2.50	2.50	11	3
150	450	900	2.50	2.50	8	2
151	450	950	2.50	2.50	8	5
152	450	1000	2.50	2.50	13	2
153	500	100	2.50	2.50	4	3
154	500	150	2.50	2.50	9	2
155	500	200	2.50	2.50	2	2
156	500	250	2.50	2.50	4	4
157	500	300	2.50	2.50	6	6
158	500	350	2.50	2.50	11	5
159	500	400	2.50	2.50	19	2
160	500	450	2.50	2.50	12	4
161	500	500	2.50	2.50	7	2
162	500	550	2.50	2.50	21	1
163	500	600	2.50	2.50	8	1
164	500	650	2.50	2.50	26	3
165	500	700	2.50	2.50	85	0
166	500	750	2.50	2.50	9	2
167	500	800	2.50	2.50	22	1
168	500	850	2.50	2.50	8	0
169	500	900	2.50	2.50	7	2
170	500	950	2.50	2.50	10	5
171	500	1000	2.50	2.50	24	3
172	550	100	2.50	2.50	4	1
173	550	150	2.50	2.50	5	1
174	550	200	2.50	2.50	7	4
175	550	250	2.50	2.50	9	2
176	550	300	2.50	2.50	22	1
177	550	350	2.50	2.50	8	2
178	550	400	2.50	2.50	8	2
179	550	450	2.50	2.50	10	4
180	550	500	2.50	2.50	6	3
181	550	550	2.50	2.50	7	2
182	550	600	2.50	2.50	11	1
183	550	650	2.50	2.50	18	5
184	550	700	2.50	2.50	19	3
185	550	750	2.50	2.50	11	4
186	550	800	2.50	2.50	12	5
187	550	850	2.50	2.50	11	2
188	550	900	2.50	2.50	94	0
189	550	950	2.50	2.50	94	0
190	550	1000	2.50	2.50	24	4
191	600	100	2.50	2.50	1	2
192	600	150	2.50	2.50	8	4
193	600	200	2.50	2.50	3	2
194	600	250	2.50	2.50	7	0
195	600	300	2.50	2.50	8	4
196	600	350	2.50	2.50	16	2
197	600	400	2.50	2.50	7	5
198	600	450	2.50	2.50	11	2
199	600	500	2.50	2.50	12	6
200	600	550	2.50	2.50	8	8
201	600	600	2.50	2.50	6	1
202	600	650	2.50	2.50	15	5
203	600	700	2.50	2.50	17	3
204	600	750	2.50	2.50	12	4
205	600	800	2.50	2.50	29	4
206	600	850	2.50	2.50	16	5
207	600	900	2.50	2.50	13	1
208	600	950	2.50	2.50	18	6
209	600	1000	2.50	2.50	16	6
210	650	100	2.50	2.50	5	3
211	650	150	2.50	2.50	6	2
212	650	200	2.50	2.50	4	2
213	650	250	2.50	2.50	5	3
214	650	300	2.50	2.50	4	1
215	650	350	2.50	2.50	2	55
216	650	400	2.50	2.50	12	2
217	650	450	2.50	2.50	12	1
218	650	500	2.50	2.50	13	4
219	650	550	2.50	2.50	14	6
220	650	600	2.50	2.50	18	6
221	650	650	2.50	2.50	10	7
222	650	700	2.50	2.50	12	4
223	650	750	2.50	2.50	24	4
224	650	800	2.50	2.50	28	1
225	650	850	2.50	2.50	12	4
226	650	900	2.50	2.50	18	1
227	650	950	2.50	2.50	25	1
228	650	1000	2.50	2.50	27	1
229	700	100	2.50	2.50	4	1
230	700	150	2.50	2.50	4	6
231	700	200	2.50	2.50	5	3
232	700	250	2.50	2.50	6	6
233	700	300	2.50	2.50	9	4
234	700	350	2.50	2.50	2	62
235	700	400	2.50	2.50	5	2
236	700	450	2.50	2.50	9	5
237	700	500	2.50	2.50	62	1
238	700	550	2.50	2.50	11	5
239	700	600	2.50	2.50	8	4
240	700	650	2.50	2.50	22	16
241	700	700	2.50	2.50	14	4
242	700	750	2.50	2.50	13	6
243	700	800	2.50	2.50	5	2
