run_id	hilton_neuron_count	delta_neuron_count	hilton_multiplier	delta_multiplier	hit_delta	hit_hilton
1	100	100	2.50	2.50	1	1
2	100	150	2.50	2.50	1	2
3	100	200	2.50	2.50	3	0
4	100	250	2.50	2.50	5	1
5	100	300	2.50	2.50	7	0
6	100	350	2.50	2.50	2	1
7	100	400	2.50	2.50	2	1
8	100	450	2.50	2.50	12	0
9	100	500	2.50	2.50	3	0
10	100	550	2.50	2.50	3	0
11	100	600	2.50	2.50	2	1
12	100	650	2.50	2.50	5	1
13	100	700	2.50	2.50	5	1
14	100	750	2.50	2.50	17	0
15	100	800	2.50	2.50	10	0
16	100	850	2.50	2.50	5	1
17	100	900	2.50	2.50	9	0
18	100	950	2.50	2.50	5	0
19	100	1000	2.50	2.50	4	1
20	150	100	2.50	2.50	1	1
21	150	150	2.50	2.50	1	1
22	150	200	2.50	2.50	6	1
23	150	250	2.50	2.50	2	1
24	150	300	2.50	2.50	3	2
25	150	350	2.50	2.50	7	1
26	150	400	2.50	2.50	5	0
27	150	450	2.50	2.50	6	1
28	150	500	2.50	2.50	10	2
29	150	550	2.50	2.50	5	1
30	150	600	2.50	2.50	7	1
31	150	650	2.50	2.50	6	1
32	150	700	2.50	2.50	8	1
33	150	750	2.50	2.50	3	1
34	150	800	2.50	2.50	10	1
35	150	850	2.50	2.50	6	1
36	150	900	2.50	2.50	11	1
37	150	950	2.50	2.50	11	0
38	150	1000	2.50	2.50	11	1
39	200	100	2.50	2.50	1	1
40	200	150	2.50	2.50	2	1
41	200	200	2.50	2.50	3	1
42	200	250	2.50	2.50	2	1
43	200	300	2.50	2.50	4	2
44	200	350	2.50	2.50	2	1
45	200	400	2.50	2.50	3	1
46	200	450	2.50	2.50	3	1
47	200	500	2.50	2.50	3	1
48	200	550	2.50	2.50	10	2
49	200	600	2.50	2.50	10	1
50	200	650	2.50	2.50	5	1
51	200	700	2.50	2.50	6	1
52	200	750	2.50	2.50	7	1
53	200	800	2.50	2.50	5	1
54	200	850	2.50	2.50	9	1
55	200	900	2.50	2.50	5	1
56	200	950	2.50	2.50	8	1
57	200	1000	2.50	2.50	17	1
58	250	100	2.50	2.50	1	1
59	250	150	2.50	2.50	1	2
60	250	200	2.50	2.50	1	1
61	250	250	2.50	2.50	2	1
62	250	300	2.50	2.50	5	1
63	250	350	2.50	2.50	3	2
64	250	400	2.50	2.50	4	1
65	250	450	2.50	2.50	6	1
66	250	500	2.50	2.50	5	2
67	250	550	2.50	2.50	4	1
68	250	600	2.50	2.50	5	1
